org_uuid,acquirer_uuid,acquirer_name,acquired_on,price_usd
82624cf1-0bf7-d5c8-75ac-05c3dc4f9f95,0cf83157-f7f1-fd5a-148d-a57060f22e5d,AOL,2007-05-15,0.0
0c275272-0eaf-9c21-126d-6ba3469a1f15,0cf83157-f7f1-fd5a-148d-a57060f22e5d,AOL,2007-05-16,0.0
d65a0fcc-221b-6b5b-8a26-657340588729,0cf83157-f7f1-fd5a-148d-a57060f22e5d,AOL,2005-10-16,0.0
694ad0c7-eaef-38af-a424-d467fe275549,0cf83157-f7f1-fd5a-148d-a57060f22e5d,AOL,2006-05-18,0.0
a58dc9de-5551-dd63-56ab-0b399a3e00fb,e9058af2-4041-0cfd-38b0-1ffec942fe59,Entriq,2008-03-10,0.0
6848c968-9b1c-59c7-6067-98abb18b75ca,0cf83157-f7f1-fd5a-148d-a57060f22e5d,AOL,2008-02-01,0.0
072f6f48-ba2a-3372-d86b-b2c29fdcf8c6,c92aeabc-fd70-7cf7-52b4-a6ce1a04c5c3,Investools,2008-02-08,0.0
72a9fb6f-f38a-4baf-894c-db311aaccc29,ab8e5ba4-df5d-121b-93b6-eae7a0c89245,BMC Software,2008-03-17,800000000.0
aa4b7b84-dde5-09da-632b-26a80179da9a,fbef6457-9149-72cf-af57-7cfbe15c05f8,Intuit,2007-11-26,170000000.0
d0dcebde-c8ca-3bb6-56af-0cdd1c2187a0,ff258df5-2976-2d81-d086-c262528fa0bb,Virgin Group,2008-03-01,0.0
86a0e510-2962-f8ab-b289-7f54e8c3730c,3f2b5885-4257-0d74-f05a-7b9a89bf77f7,Hearst Communications,2008-03-25,0.0
39f1ccfb-cba5-8f4c-a75d-48fcbed57dd7,2aca697b-a2cf-e00b-e186-bbeb82608e9f,Live Current Media Inc.,2008-03-26,5000000.0
5e3d15f2-caf9-8801-6747-4ed227d2fffe,a4842e6b-9e4a-cc58-c009-5c7a28c45c02,Phoenix Technologies,2008-03-01,0.0
e444b16f-c825-12f7-a6db-256a43d578ee,71d51015-1800-ed61-8bc3-8dca49caec15,Yahoo,2008-02-04,40000000.0
23f58c80-7899-311d-8402-81e989e4c2f2,6d0dcf39-086e-50cf-35d2-c79775fa1eaa,Jive Software,2008-04-01,0.0
d5a44c00-659b-dec2-0d86-35c72732ea8a,eb6b940a-02a7-96e5-4912-e8a045b76ae7,LBI International,2008-04-07,0.0
1e01d9ff-2046-7b28-f692-9612211a501b,c083cd7f-d360-44d5-f2c0-b3903d7edc48,Meredith,2007-06-18,0.0
d86a27a7-67c7-38b9-1146-8cb343dbe5fc,c101073a-21d1-d964-4643-86a61e820227,UnitedLayer,2006-01-01,0.0
3f15c2cf-3eba-57b9-52b5-4fbef5bc324a,939e8601-7147-7f2f-f0c0-49c26d48b9bc,Truphone,2008-04-10,0.0
f2b7daff-a5eb-a60f-f003-9af2f7b9f6c9,7d4f8bf9-8f49-3961-381c-c071cceadb22,MTV,2006-08-01,200000000.0
08710a5e-c385-7f52-9751-8b3a89c5a26d,e5c42bcc-71b4-0857-8782-ffae92a45eae,Dell EMC,2008-04-08,0.0
529c41ff-42b4-f76e-a4de-b24cc7e98d6d,15c4de9a-0ec1-9038-d45a-4f58d3d51cf1,Trellian,2008-04-10,0.0
6293e606-09d2-e1d1-2de7-7072b76cafeb,ab121e52-a397-bfd6-2297-8c378befacb8,LiveUniverse,2008-04-13,3000000.0
9424e721-4ebf-90cf-39bd-311f128c0236,0cf83157-f7f1-fd5a-148d-a57060f22e5d,AOL,2008-04-01,0.0
5c6f4d9e-dc72-e018-ee21-71cd23f698ad,fd80725f-53fc-7009-9878-aeecf1e9ffbb,Microsoft,2008-04-09,115000000.0
