person_uuid,institution_uuid,institution_name,degree_type,subject,degree_started_on,degree_completed_on,degree_is_completed
3b1f7e73-aac9-de57-e8b9-c84451033d90,893f5bc2-2fbf-f531-8597-ec1ea91bb431,Durham University,unknown,Computer Science,1992-01-01,1996-01-01,True
fdaab68b-bb50-411d-d6dc-1b631ada9119,43c5b650-485e-4311-9354-1462bb20dcc7,Northwestern University - Kellogg School of Management,MBA,"Corporate Strategy, Marketing, Organizational Behavior",1994-01-01,1998-01-01,True
a9be1b73-3665-8e9f-b800-cad457142b49,24e6ef4e-ee05-9455-54c7-0311a3ee992c,Stevens Institute of Technology,BS,Management Information Systems,1989-01-01,1993-01-01,True
203956c6-1571-b690-a5ee-4eac4cd3472e,2f45727b-241c-b2cd-455a-78a8c261cbc0,Texas A&M University,BA,English,1993-01-01,1997-01-01,True
203956c6-1571-b690-a5ee-4eac4cd3472e,d9fc5a3a-85e6-ba9c-fc88-ce9713a0afa3,University of Colorado,MM,Music Composition,1996-01-01,2000-01-01,True
944dbb2a-2dad-f406-499a-ddf3e121c688,95179ed9-db80-e1e5-3e82-566d7e4a8073,Bar-Ilan University,MBA,Information Systems,1998-01-01,2002-01-01,True
944dbb2a-2dad-f406-499a-ddf3e121c688,95179ed9-db80-e1e5-3e82-566d7e4a8073,Bar-Ilan University,MS,"Machine Learnning, Style Based Text Categorization",1998-01-01,2002-01-01,True
d8f0522a-3b97-f0bd-63d2-0806c224ee5b,6e2f186a-f81d-4cb6-c8c5-5bea8b676ed6,University of Virginia,BS,Aerospace Engineering,1996-01-01,2000-01-01,True
d8f0522a-3b97-f0bd-63d2-0806c224ee5b,78c6c1ef-764b-a469-c2cc-ccab51e443b9,Virginia Tech,MS,Aerospace Engineering,1999-01-01,2003-01-01,True
9b0775e8-363e-e85f-9bc0-7f685fede383,07c04b5e-34c9-f501-38a3-055a4f59613e,Western Washington University,BA,Journalism,2000-01-01,2004-01-01,True
7cf9c35a-eca9-4b08-a7c3-9adf4f863d44,7a25474f-2faa-d8e2-7369-9ffe667fb7cc,National University of Singapore,unknown,Communications and Media,2004-01-01,2008-01-01,True
15d71bf9-7b03-c461-209d-fcfc2193f696,882b5335-962f-ea61-69f3-90f81f534e51,The Johns Hopkins University,BS,Computer Science & Computer Engineering,1997-09-01,2000-05-01,True
34a0daa8-eff8-d674-4e80-05d54248a6a3,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,unknown,1996-01-01,2000-01-01,True
bdadf9fe-ba58-6ed6-f40f-04bc2e832afb,613e734a-5517-09c2-fa0b-e5a5e9b56baf,IE Business School,unknown,Hi-Tech,1997-01-01,2001-01-01,True
003bbe2e-18be-3c96-e327-18d2295427e0,d8b57c0e-9f0f-4dcb-d207-a12a90c64a2d,Harvard University,B.A.,Psychology,1992-09-01,1996-06-01,True
5cb48867-c7d8-ec17-2ab8-f5753346f551,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,unknown,1993-01-01,1997-01-01,True
5cb48867-c7d8-ec17-2ab8-f5753346f551,8d297d1e-3e3d-fadd-2963-57e0a40bff2a,Columbia University,BA,"English, Pre-Med",1987-01-01,1991-01-01,True
a13939cb-9d29-0364-8101-d150f4e40b25,bf54ec4d-b107-d735-4a05-ef8a00b10cce,James Madison University,BBA,Accounting,1988-01-01,1992-01-01,True
c8d51084-0810-c483-fd0f-e4fa227ed3a2,11dfdd4c-1024-5651-733b-3b342efd3cfb,USC Gould School of Law,JD,unknown,1990-01-01,1994-01-01,True
c8d51084-0810-c483-fd0f-e4fa227ed3a2,b6474ab8-1cea-e73c-54ba-36c08e357917,"University of California, Los Angeles",BS,Political Science,1987-01-01,1991-01-01,True
d69e8d24-c5f2-b45c-580b-9561f55c1aa1,52e0322d-5e37-8ca5-9baf-93e0e02fb5a7,Brown University,BA,Public Policy & American Institutions,2001-01-01,2005-01-01,True
4c7b556b-f632-af87-f792-30b27b10bc9a,692833eb-f832-428c-1c78-d693f0120373,Fordham University,BS,unknown,1950-01-01,1954-01-01,True
edd97d2c-58c4-f79f-f1b1-eeda9021cc2d,d3f1f735-51c9-3306-04c0-0aa115b5ce43,McGill University,BA,History & Political Science,1990-01-01,1994-01-01,True
480eb2db-d62b-6d04-6df5-d512fb20e0aa,8168d6cf-4795-2847-43a7-e347c26186a1,University of Central Florida,BS,Economics,1978-01-01,1982-01-01,True
480eb2db-d62b-6d04-6df5-d512fb20e0aa,c56f2d3e-054f-0871-76da-dda3943de90f,Vanderbilt University Law School,JD,Law,1981-01-01,1985-01-01,True
b7d012fe-f224-85cc-0282-703065d9e66a,856b65d7-1ce3-7893-96f5-9dfc88f6c741,Dartmouth College,BS,Computer Engineering,1995-01-01,1999-01-01,True
c43a1882-e1d8-bf71-2dd8-9aa93ce105e9,94a74e17-c5e4-f996-b2b0-4c9d4db492db,Stanford Graduate School of Business,MBA,MBA,2003-01-01,2007-01-01,True
c43a1882-e1d8-bf71-2dd8-9aa93ce105e9,9ea72a0a-d83b-922e-8760-9c818589de32,University of New South Wales,BS,"Business Information Technology, Software Engineering",1995-01-01,1999-01-01,True
bf9a0a4d-95ab-90b2-d164-8c373521d546,c97c4039-f5c3-cdc7-45cf-3cd30421d869,Central Institute of Plastics Engineering and Technology (India),MA,MASTER PROGRAMME IN CAD/CAM/CAE & PRODUCT MOULD DESIGN,2002-01-01,2006-01-01,True
33a070aa-96ef-2148-4290-6db833ff9fbe,7300e89a-2e8e-23d3-3e9a-8f25b2a127f0,Wharton School of the University of Pennsylvania,BS,Finance and Multinational Management,1992-01-01,1996-01-01,True
f619bb22-3d2a-0099-a759-36499aed9ca5,13a8de96-b165-743b-6935-880ad02b3772,Rajah R.S.R.K. Ranga Rao College,MS,Computers,2000-01-01,2004-01-01,True
6dde755e-9dde-cdd8-5ac3-eb0b51a289f8,b8c2fe41-0390-7273-f399-e09d68c6a3cd,Oklahoma City University,BFA,Theater,1986-01-01,1990-01-01,True
6dde755e-9dde-cdd8-5ac3-eb0b51a289f8,774c3f14-1ca2-6d3c-d99f-2067019b6a8e,Temple University,MS,Acting,1993-01-01,1997-01-01,True
51e7125a-ee82-c90a-fa8f-c4b65b1e2a2f,cfd82b12-61c2-3baf-899a-b46a936e893c,Tampere University,Ph.D,Telecommunications,2002-01-01,2006-01-01,True
46d201a1-d4b0-09ab-c0a2-cad5433245be,9ea72a0a-d83b-922e-8760-9c818589de32,University of New South Wales,B.Com,Information Systems,1997-01-01,2001-01-01,True
38988bc4-6e55-4379-6999-c0d8c451e67b,c7550867-3706-8bc9-de59-a103a246e2cb,The University of West Florida,BA,L.A. and S.S. Middle School Education,1981-01-01,1985-01-01,True
eb043218-a65f-5acf-6a68-357d51b0382c,98e14ca8-80cd-abf5-d07a-dab9ac5a4996,Indian Institute of Technology Bombay (IIT),B.Tech,EE,1997-01-01,2001-01-01,True
00651aac-c54f-eb43-6bac-d24184633b78,867f0af5-a1d0-143d-bbed-5cc252ca40d6,University of Southern California,MBA,unknown,2004-01-01,2008-01-01,True
00651aac-c54f-eb43-6bac-d24184633b78,18dcb31c-7bc3-d01d-5229-73f80edb1c0f,California State University,BS,Business Administration,1982-01-01,1986-01-01,True
45ba5930-9808-e5aa-e9b0-68948d7258df,867f0af5-a1d0-143d-bbed-5cc252ca40d6,University of Southern California,B.S.,Business Administration (Finance & Business Economics),1998-08-20,2003-05-20,True
45ba5930-9808-e5aa-e9b0-68948d7258df,867f0af5-a1d0-143d-bbed-5cc252ca40d6,University of Southern California,B.A.,International Relations (Global Business),1998-08-20,2003-05-20,True
fb9ebeb3-96c4-e94c-56f0-238d7fed55b5,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,unknown,1994-01-01,1998-01-01,True
24d64c0c-9c0b-6a98-5658-21befe27d45b,692833eb-f832-428c-1c78-d693f0120373,Fordham University,BA,unknown,1989-01-01,1993-01-01,True
24d64c0c-9c0b-6a98-5658-21befe27d45b,62892393-ccdc-b878-6bc6-fb5b1f6a5e56,Albany Law School,JD,unknown,1993-01-01,1997-01-01,True
6e17fd04-ece0-70d1-12e2-131eb23c3627,630773ca-bbdf-bb41-2985-41a23ffdd01a,Harvard Business School,MBA,unknown,2001-01-01,2005-01-01,True
6e17fd04-ece0-70d1-12e2-131eb23c3627,d54d7ee9-1056-7314-4997-e628290d3e7f,Indian Institute of Technology Kanpur,B.Tech,unknown,1996-01-01,2000-01-01,True
62c72809-c838-b4f9-ebe4-e861a22d8ce4,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,MBA,Business,1979-01-01,1981-01-01,True
62c72809-c838-b4f9-ebe4-e861a22d8ce4,9cb593c9-f5ad-c361-d2d9-8138b313e592,University of Oregon,MA,Journalism,1970-01-01,1974-01-01,True
62c72809-c838-b4f9-ebe4-e861a22d8ce4,1f5c4762-8a39-7638-d675-0f2d93f52327,University of Notre Dame,BA,Literature,1966-01-01,1970-01-01,True
a6c366a0-6c4a-8293-d7e1-56c39bf827b6,f44448e4-ff35-c96a-b7c0-3bd2ebcb4f72,Princeton University,BA,Politics & Economics,1986-01-01,1990-01-01,True
1bbfa4f2-ead4-f4a1-6426-527b37b0d72e,fbaf4463-2eb5-7552-b925-1e079cf23e0f,Brigham Young University (BYU),BS,Accounting/Information Systems,1991-01-01,1995-01-01,True
dec89326-aa60-4f3b-3e70-ef2dee8503f9,02f57eff-5a7e-2493-0d2d-2d61d3186ce7,Oregon State University,BA,Business MIS,2004-01-01,2008-01-01,True
18399655-e527-c6f5-17d4-40c619b4e2a4,208fca08-b131-9527-1033-4c433760531a,Duke University,BA,English Literature,1989-01-01,1993-01-01,True
2375431a-91f6-403e-98ed-e14776f57199,20135206-96eb-8be0-9ac4-670b257e532c,Stanford University,BS,Computer Science,1999-01-01,2003-01-01,True
389ee7c8-6b42-1ed8-70f9-95c10d4d7765,1eab62d2-15d9-0db7-930f-2aa77d4688e1,Boston University,MBA,unknown,1995-01-01,1999-01-01,True
389ee7c8-6b42-1ed8-70f9-95c10d4d7765,584e30d1-7b47-66e3-7e3a-5ae58693a356,Central European University,MA,unknown,1989-01-01,1993-01-01,True
389ee7c8-6b42-1ed8-70f9-95c10d4d7765,fa3f04d4-1f76-4b39-8683-2d93b669bc00,Moscow State Pedagogical University,BA,unknown,1987-01-01,1991-01-01,True
28ace79e-26a8-e2b4-594b-63b38ee3e1a1,ece061dc-edde-b3b7-380d-eefbe3b3d649,Susquehanna University,B.S.,International Political Economy,1992-01-01,1996-01-01,True
28ace79e-26a8-e2b4-594b-63b38ee3e1a1,fbcc7ec0-cda1-f5da-4c8c-b889e660adee,University of Maryland - Robert H. Smith School of Business,MBA,Masters Of Business Administration,2003-01-01,2007-01-01,True
70efda2b-1842-c558-991f-fd0a3c7853b2,1fe3a91c-1f94-fecb-3774-b45618c9e4fa,University of Wisconsin-Madison,BBA,"Finance, Management",1977-01-01,1981-01-01,True
70efda2b-1842-c558-991f-fd0a3c7853b2,37e3f455-b8b2-9f5f-5e19-dcf4a247fc65,University of Chicago,MBA,"Finance, Advanced Statistical Methods",1982-01-01,1986-01-01,True
ff7bfae5-c2d0-95c9-adaa-aeb2f4a6a723,e72aab01-fbef-7d21-ac1d-84ee1413fddd,University of Pennsylvania,BE,Computer Science Engineering,2004-01-01,2008-01-01,True
ff4587f4-9a7a-44a6-51da-4a3d8dfc927a,a6549dc5-9dff-ce3e-eb1e-79af3430462e,The University of Texas at Austin,BS,Electrical Engineering,1964-01-01,1968-01-01,True
ff4587f4-9a7a-44a6-51da-4a3d8dfc927a,a6549dc5-9dff-ce3e-eb1e-79af3430462e,The University of Texas at Austin,MS,Electrical Engineering,1966-01-01,1970-01-01,True
23fe4ab4-1b58-5bad-0cce-115b38929538,6ae9957a-8fb4-0ab1-73fa-dd547c4d3da4,Washington University in St. Louis,JD,Law,1966-01-01,1970-01-01,True
23fe4ab4-1b58-5bad-0cce-115b38929538,6a64a9ba-0bac-2722-8cd4-7b0b664880a1,Grinnell College,BA,unknown,1963-01-01,1967-01-01,True
8e741464-8f45-f177-156f-806c4efaf31e,96ff42a9-300e-16e8-5730-379bc43c1bdd,Columbus State University,BBA,Business Administration,1982-01-01,1986-01-01,True
