type,org_uuid,went_public_on,share_price_usd,valuation_price_usd,money_raised_usd
ipo,ec7834bc-c674-2d2f-13a0-8ba5c6f6eabc,2000-08-18,17.0,0.0,79900000.0
ipo,8fe8a2f7-9fa9-00d4-0ed0-dc07d4650b28,1978-01-13,0.0,0.0,0.0
ipo,c965489d-02fc-edb3-d29f-4dbd4a012ae1,2003-01-10,0.0,0.0,0.0
ipo,d62143e4-550d-f29b-734c-fd6056392fb8,2011-05-11,0.0,0.0,0.0
ipo,e8ee8d99-88f1-2df3-ddf1-8c5f8d551687,2019-03-06,0.0,0.0,0.0
ipo,e8c4e19b-f2c8-e1ec-d4c9-c0e2cd6f5646,2000-11-17,0.0,0.0,0.0
ipo,392fdecd-e8fb-2391-e13b-980bfa6c818f,1962-04-23,25.0,0.0,0.0
ipo,462a8256-ac08-7441-3231-6c05d5f3b07a,2009-08-07,0.0,30000000.0,0.0
ipo,7b7f17f7-8321-cf92-b348-be5f6f886d83,2000-05-17,0.0,0.0,0.0
ipo,ca3aacc6-8e8f-51b0-3458-dad0e7dd315d,2000-04-11,14.0,0.0,168000000.0
ipo,781f1c1b-f3a4-f6b8-2b1b-7868e3ba6fbe,2000-01-01,0.0,0.0,0.0
ipo,aac8d3ce-79e5-f9c2-b593-bdc00f9aacad,2006-07-07,0.0,0.0,0.0
ipo,1bf73d14-9d49-920a-d991-1aa7230d97d1,2002-12-16,0.0,0.0,0.0
ipo,d0239256-3ffd-d163-5c7a-025073a1c28e,1961-01-01,0.0,0.0,0.0
ipo,fbc3a84b-e9c2-c002-2142-0f0b48b0c8b4,2001-12-01,0.0,0.0,0.0
ipo,0e2525ca-3c52-dd46-b2d3-4f683d69eba9,2009-12-03,0.0,0.0,0.0
ipo,5f6b3568-a8a8-e215-fda7-80d13d8f91ca,1987-08-07,0.0,0.0,0.0
ipo,2809f3e2-ee30-e104-15f2-af1350c364d2,1994-02-04,0.0,0.0,0.0
ipo,43f794ca-2a16-9550-a8bf-a0f6d8b96222,2000-01-14,0.0,0.0,0.0
ipo,31368a91-3d19-aea7-275c-4be1b80ed444,2007-03-09,13.0,0.0,299000000.0
ipo,38b07295-7ce1-0511-2fe9-f55437ca2a49,1998-07-17,11.0,0.0,33000000.0
ipo,c510b4ae-193e-d93e-7fe2-c0beff84b142,2003-10-28,0.0,0.0,0.0
ipo,1f300c0f-feb0-f833-494f-6c75cc4a2992,2005-02-03,0.0,0.0,0.0
ipo,8ffdd798-1896-32ee-00cd-ba64f62f32c1,2012-03-23,0.0,10400000.0,0.0
ipo,e9fe04e2-24d5-4dc6-3276-4876e41cb5ff,1980-12-19,0.0,0.0,0.0
ipo,15668f72-8d19-5a79-0363-4442cc5c650a,2008-02-15,0.0,0.0,0.0
ipo,e79dac98-7495-521e-72c6-35c8b42b6080,2002-03-15,0.0,0.0,0.0
ipo,f2f5a131-75db-deee-53b9-10024f16bc76,2012-11-02,0.0,0.0,14000000.0
ipo,7306b906-52c8-1fc4-d08b-bee0e103ca10,2012-09-30,0.0,0.0,0.0
ipo,f32e9366-bee7-e971-0e89-59dadaab4677,1999-04-09,0.0,0.0,0.0
ipo,352ba159-739a-ba2b-3bd9-3e3a2d5668c4,2006-03-07,0.0,0.0,0.0
ipo,62a8ef74-a2aa-2a67-90e0-d3b16ea4c37e,1999-12-15,16.0,324800000.0,72000000.0
ipo,f95a9e4e-94ea-03a4-0c2f-6226ce6e80cc,2009-12-16,0.0,0.0,0.0
ipo,1697d32e-0c48-d923-6b3d-279bea8c6dc5,2004-09-10,0.0,0.0,0.0
ipo,01eb04d7-5502-20f8-e18e-1fc5abd492e8,1978-01-13,0.0,0.0,0.0
ipo,e73ba657-9007-38d3-6852-01c503d1aede,1996-12-13,0.0,0.0,0.0
ipo,54c46062-a84e-fc4b-e1b6-1b0fa326f6d3,1991-11-22,0.0,0.0,0.0
ipo,ac12ee99-f12d-5252-c610-07b4a600295d,2009-12-09,0.0,0.0,0.0
ipo,be1e52ce-bc66-dd5c-26cf-9885a6a3d4b1,1988-10-28,0.0,0.0,0.0
ipo,4763bb6a-a13c-2397-3f76-84e494cb9fe4,1993-10-22,0.0,0.0,0.0
ipo,a85b844f-aaa5-f30e-ec0e-5ad58991bbdb,2000-02-11,26.0,592800000.0,137000000.0
ipo,3cdbae52-e725-a8e4-dc7b-19fa7e8a0a6d,1997-07-10,5.5,0.0,7700000.0
ipo,774b9ee7-7aeb-229a-99c2-41cb3eadb022,1996-07-08,0.0,0.0,0.0
ipo,958b45c9-86a1-645f-7251-997caa582fe2,1998-07-17,0.0,0.0,0.0
ipo,e1dbeb98-3ad3-4981-b6bf-4ba770b38850,2007-11-02,0.0,0.0,0.0
ipo,d4282abb-57f8-b27f-d26a-4bb911202854,2012-06-27,0.0,0.0,0.0
ipo,a8e7f3e7-4135-a19d-b185-44bda49019b8,1987-10-09,0.0,0.0,0.0
ipo,fae7c1ef-3f14-1fa8-308d-f1bd88fbe13b,1993-05-14,0.0,0.0,0.0
ipo,f6e3cbed-d5dd-ffe5-5dc1-19084f29ece5,1999-04-09,0.0,0.0,0.0
ipo,a1fba6f6-4e22-cf1d-0b55-6bd1b334c5b1,1999-10-19,17.0,265235326.0,78200000.0
ipo,dc27d828-a5f9-6e6c-b603-409e97eb4c95,1995-05-05,0.0,0.0,0.0
ipo,a259a95c-339d-0867-66ad-5121d9681a94,2002-12-27,0.0,0.0,0.0
ipo,bef5bd4b-72c6-7877-d7ab-8bbe43f7bda7,1986-03-12,15.0,0.0,31500000.0
ipo,c9868e97-5ec5-df10-411d-b8a8c715f5ab,1978-01-13,0.0,0.0,0.0
ipo,ec56816a-bc22-3c61-593a-578f7b7857db,1996-10-04,0.0,0.0,0.0
ipo,bcc94bad-4f02-78cf-c603-5bc446932302,1999-06-04,0.0,0.0,0.0
ipo,9107cbfa-5e17-5731-4b3c-42933c49d916,1979-12-21,0.0,0.0,0.0
ipo,d66a51df-050b-315b-545f-4d7780e75b3a,1996-11-15,0.0,0.0,0.0
ipo,ffd9a1e4-9dcb-6078-1117-37654347b39d,2000-11-24,0.0,0.0,0.0
ipo,b101c345-fcd5-3980-654b-72604f6f37c7,1981-08-14,0.0,0.0,0.0
ipo,bbbf2dd6-a90f-d0d6-25d9-7e167a8d9315,1995-11-17,0.0,0.0,0.0
ipo,055ebf3f-1c92-d597-6435-29e9e341cf90,2011-01-14,0.0,0.0,0.0
ipo,a6b8ea65-4d35-8b59-a249-5a561d91adcb,2005-08-03,10.0,0.0,48000000.0
ipo,29849eb2-5367-1cef-685e-4d4f444bd4de,2006-06-30,15.0,0.0,1100000000.0
ipo,edf027cf-1b54-f69c-aaa2-3eada1d8ec60,1965-01-01,0.0,0.0,0.0
ipo,7baea43e-7f5a-c4b9-3ed3-669a86d33741,1983-12-23,0.0,0.0,0.0
ipo,fb64bde8-8a47-a75d-970d-7eb40a1a4942,1996-01-26,0.0,0.0,0.0
ipo,8ac45670-9daa-9327-36b6-d6ee5f7c32ed,2003-01-10,0.0,0.0,0.0
ipo,70d6e3a3-2d6c-03b2-f07e-bf237c3381a7,2005-02-18,0.0,108000000.0,0.0
ipo,25383b12-8ab3-3818-c5bf-a03bc46407cc,2007-11-01,0.0,0.0,886500000.0
ipo,5f498cbb-8161-37e2-26cc-43340f45fd8f,2005-09-30,12.0,480000000.0,66000000.0
ipo,4eced732-a85c-ed70-f04b-a6ef2991bb6c,2007-06-22,0.0,0.0,0.0
ipo,16b9eb8f-c868-586d-d005-793943ad530e,2002-05-31,0.0,0.0,0.0
ipo,e9a793f8-764b-6e4a-e232-1264395a019b,1999-05-26,0.0,0.0,0.0
ipo,2838c7e2-7ea1-1ca5-3f58-bc9b8c9708e7,2000-01-01,0.0,0.0,0.0
ipo,ca83265d-d207-157d-1100-134e8796f84d,2009-07-07,0.0,0.0,0.0
ipo,08df7202-b2d1-0542-bacd-6b8a4600e8aa,2009-11-20,16.0,0.0,103000000.0
ipo,7d7c2dfc-a81e-0501-b302-7a63c9ee4b53,2000-02-22,0.0,44000000.0,0.0
ipo,231928ca-bd48-90d9-cbfb-4d1af0a44d1d,2004-11-19,0.0,0.0,0.0
ipo,96072fb3-6eb0-8cbb-45b7-0d1ad9188cb6,1982-12-10,0.0,0.0,0.0
ipo,3aff06a1-23b2-8a5b-a06f-ce8c7ad2ec82,1997-07-11,18.0,279000000.0,95600000.0
ipo,c80031b5-a3bd-21be-f4d5-d9478551a943,2007-06-01,27.0,2807000000.0,469300000.0
ipo,58e8bef3-dfcb-eec0-3424-fcd921c6fcde,1978-01-13,0.0,0.0,0.0
ipo,bf313e68-63a0-8281-a809-bc824b4c51f2,1999-05-14,0.0,0.0,0.0
ipo,7a1503a4-3230-eb79-8210-294d71828e05,2004-09-09,0.0,0.0,0.0
ipo,e673141b-2420-aa6b-14af-b8f9abe8fab7,1997-08-08,10.0,86000000.0,27500000.0
ipo,fff960de-b6f7-e235-da0a-939eec65a459,2008-05-02,0.0,0.0,0.0
ipo,87643810-41a6-08b1-46a3-ef62e4eb0922,1995-12-15,0.0,0.0,0.0
ipo,27c9e2fe-77a5-a849-0c7d-3b92f7c3df9c,1997-03-21,0.0,0.0,0.0
ipo,f5ee7d1e-de64-32f6-50a3-30ef3dfc8a65,2001-04-01,0.0,0.0,0.0
ipo,d382bfac-1ecc-94a8-5e67-8c1b30c537cd,1998-06-19,14.0,0.0,0.0
ipo,5b186ed0-9eb7-15e9-fd4b-ff3da2f0f96b,2008-07-31,0.0,0.0,0.0
ipo,2dd81d62-bb65-6587-b1df-d98b34ab317e,1987-01-01,0.0,0.0,0.0
ipo,0cea13d4-c67b-8424-1c7d-481a14a354f2,2010-04-29,9.0,179000000.0,46100000.0
ipo,47b07ea7-f188-15eb-2df6-d6aad2a52871,2013-08-29,0.0,0.0,0.0
ipo,f58b4e2d-81de-32aa-21b1-3dd0c118e817,1999-08-20,10.0,147000000.0,35000000.0
ipo,f641701e-e3e3-f6aa-8e9d-7c0916ca806d,1995-09-29,0.0,0.0,0.0
ipo,5de1b489-c603-651d-adf9-26610a3cd446,1999-10-19,0.0,0.0,0.0
ipo,4522b60d-0b04-827e-2b6c-6eaf236cf636,2005-12-16,0.0,0.0,0.0
ipo,9401d90b-e927-4917-7fcb-1dbe51786c05,2009-07-15,0.0,0.0,0.0
ipo,5c23dd27-73cc-fecd-2493-60b5d3cb2ac5,2007-07-06,0.0,0.0,0.0
ipo,835d0bb0-b9ca-f379-c917-00bb0841b90f,2005-11-18,0.0,0.0,0.0
ipo,c3e5a994-4f3d-0e7f-6f21-21ff6a87635e,1990-06-22,0.0,0.0,100000000.0
ipo,4ca071a2-3af6-b159-29b0-47476843f6eb,1994-09-01,0.0,0.0,0.0
ipo,9c213c5a-849f-0e39-dcc6-7126bc81cc78,2007-11-15,14.0,269354918.0,93800000.0
ipo,588c5f71-7df2-6cd4-06a1-e042f1c3aee4,1998-05-07,12.0,0.0,30000000.0
ipo,11b56aab-060c-11a8-c988-08544357ea5f,1995-02-08,0.0,0.0,0.0
ipo,9a9ecba6-62fb-8b83-519e-48cc45b95ddb,2005-12-16,12.0,0.0,506000000.0
ipo,00109a4e-b21f-98d1-7a8a-ed4649ec99e1,1995-05-12,0.0,0.0,0.0
ipo,736d2da1-9e57-1490-538e-06237dce23f6,2010-06-22,5.0,23420000.0,11000000.0
ipo,46e8888f-9880-12cf-8d47-a8f6b0d80204,1992-01-31,0.0,0.0,86250000.0
ipo,51ee0def-f0ac-c663-d359-d94bf7c2b9bf,2010-06-25,10.0,395000000.0,60000000.0
ipo,3b01d0a0-fd49-db16-32f9-ba273167998b,2012-04-13,0.0,0.0,0.0
ipo,61b2656d-49fc-0ba9-b728-3bf2bd712038,2010-06-29,0.0,0.0,74000000.0
ipo,a5bda772-fea3-3297-cea6-95920666b612,2010-05-14,0.0,0.0,0.0
ipo,994123d4-58c2-8de5-d890-11c42e8a484d,2010-04-22,15.0,0.0,140000000.0
ipo,0d0581b5-cc05-8e1a-7b8b-8ecb2a0826f6,2010-04-09,5.0,61750000.0,30000000.0
ipo,0df4c98a-daef-a07e-8e1a-83c1e0bba844,1999-04-01,0.0,0.0,0.0
ipo,9c990562-a247-f12f-1d9c-98829b28be90,2003-01-10,0.0,0.0,0.0
ipo,99cdcfe0-c689-9f42-c38a-1eb03709810b,2009-10-09,0.0,0.0,5277000.0
ipo,06b2b26d-a8e5-5e87-c9e2-c1f143967034,2006-08-30,0.0,0.0,0.0
ipo,8483fc50-b82d-5ffa-5f92-6c72ac4bdaff,1899-03-08,0.0,0.0,0.0
ipo,ac37f950-47c9-03d9-c842-6d2c23be85d9,1998-02-20,0.0,0.0,0.0
ipo,4650d777-fa36-04bb-5ce3-29133f065db9,2001-10-19,0.0,0.0,0.0
ipo,bbc94e27-3685-8247-41ae-ec7927d7883b,2007-11-05,0.0,0.0,0.0
ipo,f9550697-a454-0d28-8d86-c2afc4001212,2004-09-10,0.0,0.0,0.0
ipo,51f684b0-434c-31c0-d00c-008ab03418c4,2006-09-01,0.0,0.0,0.0
ipo,0e390c76-e4aa-38c8-09c3-87fd0954370e,2005-10-19,0.0,0.0,0.0
ipo,2f9b212a-d3aa-a8c2-6317-516127c8ba88,1980-12-19,0.0,0.0,0.0
ipo,270df9bf-9a42-323b-869f-7709b14e2168,2011-01-14,0.0,0.0,0.0
ipo,b556e522-8c6a-7ae4-8b1c-73c216539446,1999-01-15,0.0,0.0,0.0
ipo,59b7688c-0df2-df63-2ad1-b67bfb092879,1978-01-13,0.0,0.0,0.0
ipo,482bc4dd-80a3-67ff-c095-5fccbf572a3f,2010-08-20,0.0,850000000.0,70000000.0
ipo,b940270f-8e28-2ed5-8765-4651436e5694,2007-03-15,0.0,139000000.0,139000000.0
ipo,de99f205-c6d6-12ba-0171-06a7e33a449a,2006-09-08,0.0,0.0,0.0
ipo,6ebab46a-4531-0a21-eea5-7d2a25e6d7b7,2009-10-26,0.0,0.0,0.0
ipo,75eccb75-52e9-5d1b-8f7a-c75c91f6f314,2000-12-15,0.0,0.0,0.0
ipo,6a743a2b-3e2e-2d36-2ba6-128019d5e56a,1999-11-05,0.0,0.0,0.0
ipo,52ab789f-509e-603a-aa08-25b022523eed,2012-06-26,0.0,0.0,0.0
ipo,e364e0ed-d59a-1dc1-bdc1-aaecbdab2be0,2006-02-03,20.0,0.0,366000000.0
ipo,75c7bf38-b4b0-6cf9-a0b4-0dbeafe354b7,1983-08-12,0.0,0.0,0.0
ipo,03810ec2-31a8-5c0a-c486-fee53e6d6a2f,1992-01-01,0.0,0.0,0.0
ipo,90d9c7ef-8990-5191-ba60-9eaf3649e79d,2003-11-14,0.0,0.0,0.0
ipo,831b3274-09ad-2c50-9817-a895d9bf38a2,2000-08-03,0.0,0.0,0.0
ipo,efb0c925-366d-7336-9708-098d45f54919,2007-06-22,0.0,0.0,0.0
ipo,2eadc665-593a-c934-5088-a7490b7aa47d,1978-01-13,0.0,0.0,0.0
ipo,ed94c16a-401a-e535-06d7-d2b8bd2f126a,1999-11-26,7.0,42000000.0,7500000.0
ipo,b4041d82-527a-589b-0538-797a43b2b4ee,2010-06-11,0.0,0.0,0.0
ipo,014be8c3-43b1-83eb-32db-95bfd3bbc565,1978-01-13,0.0,0.0,0.0
ipo,9652c9de-5056-588f-334d-d64828b8c6ab,1999-11-19,0.0,0.0,0.0
ipo,7b7e520c-b096-b774-d6cc-6bd6fd202d4b,1986-10-03,0.0,0.0,0.0
ipo,830cfa20-b827-2747-497a-6464a6a14c88,2004-12-17,0.0,0.0,0.0
ipo,a9b18f40-1b7b-9cd2-f902-9578935759e2,1999-08-05,0.0,0.0,140000000.0
