org_uuid,org_name,type,parent_uuid,parent_name
9504f883-0815-a137-07a9-a2de5ba06e52,Fortegra Financial,organization,cf8d08fb-1451-e012-da57-aca6d7a33a66,Tiptree
f47d8e07-b395-c4ae-2a1c-4ac25841c0fa,Movile,organization,0e17d1a2-1f8c-728a-14d3-2a535f59c281,Prosus & Naspers
2505678e-650c-8ce0-6f05-ae039d9262a5,Oweing.com,organization,0220dd84-e4d8-8b5b-ed8f-14372536a19c,SavvyMoney
ae382297-0f12-0912-1d32-1db18d70a87f,Momentum Search Marketing,organization,2cc909f3-dbd2-20b9-4d36-03c1573b33b8,WP Warfare
c30cf466-a533-07f1-232c-8d2b0c2e29a3,Lieferheld,organization,6d317e35-3c59-4104-8ffa-c70188e1deda,Delivery Hero Germany
ced9ff54-b3c8-5880-8f96-aabef06a4e48,The Upjohn Company,organization,2eadc665-593a-c934-5088-a7490b7aa47d,Pfizer
a94e06ed-83ec-1a41-d801-cd3f670c6fae,Sprint Prepaid Group,organization,62a144d3-60f1-4319-ea18-9149ee215ef1,Sprint
cf350b84-920a-8974-c026-5ddb613e917c,ABB Technology Ventures,organization,1a8d429b-c1a2-4788-fe84-1eb0975dbc60,ABB
4b4e183e-523a-353e-4d9d-192599f16c4f,Takeaways-R-Us,organization,d0bbef9c-d3e0-42df-977b-b34e9030da31,WEUNGRY
bf9fb218-72a1-f6ef-b5ad-68c26863c22d,Spotia,organization,c2c33026-c90f-18da-2f11-7fdb0fd569b8,Boot Ventures
6a1fbcfb-cd2c-b595-8d94-3ba0e8659c04,dotmailer Group,organization,17882551-2da1-a08b-f5fb-da65c0d52904,dotDigital Group plc
99894299-6099-6a0c-5837-28c1e31cf04a,LiveHelpIndia,organization,d75ba508-45d7-e707-a690-9a1c44acfc8b,Cyber Infrastructure (p) Ltd
77dce19c-1241-cff1-9cd3-8c9a2036d99f,RFID IN REGION,organization,7102e895-e303-063b-a091-09e72b4d53e0,Farminal
4ade333f-1c43-afbc-1756-efad8fe6bf9b,LittleCollector.com,organization,ca95f4a0-d88c-f82b-b87f-73b9a9d952e9,ArtStar
50a2a328-f90e-ea68-9060-cec0e52b9ddd,Appco Group,organization,50d9e0c4-3b33-1b50-7a4b-819cea90ce32,Cobra Group of Companies
6e327e1c-3e48-9bdf-423f-5103b80a1433,HumanEyes,organization,a7789954-30b9-b5c4-0278-da63c08ef1cd,Yissum Technology Transfer Company of the Hebrew University
943496ac-de0b-8945-59c5-3ac5698fcc77,colon cancer fund,organization,ab55d4bd-4ce5-e0a9-4c4a-82b9127064e2,The Colon Cancer Alliance
ba3916c1-aca0-d877-8749-6e21ef1d1083,mobilPay Wallet,organization,4fd211bc-650e-68dd-4c7e-6cd42f37d4c8,NETOPIA
b466abe8-5ee2-d6bc-06a9-1d6c7584707a,Pandemic Studios,organization,dbcd7d0e-96b5-0639-6b42-f861a65f72cd,VG Holding
ebba0c92-25ea-cdc4-278c-231c364961ee,Powel Inc,organization,c0086e3d-2599-4a5b-8fe1-b14450808ff7,Powel AS
e8886687-5637-2b4e-49bd-56a3aac4fca9,Hermes Group,organization,027d36e0-9e0a-7ea4-fef9-582959ba1c7c,Otto Group
4f0ec8fc-eaa2-a7e0-1b2f-f256a6f73c31,CBS SportsLine,organization,cd19ea0d-745c-e3b6-d819-30b91caf8ebb,CBS Corporation
f0cbdc38-bf2d-6e60-28fa-d0ee377adde4,Comodo SSL Store,organization,4e919355-a2c4-d25f-5699-a637caea4a09,Comodo Security
6c84764f-56c8-1da0-8893-f11a921f8df5,Molex,organization,c6e75027-df81-0f9b-a98b-c369e7b54e00,Koch Industries
3d19ee69-3c85-a50d-3ab5-003ae358a68f,Just-Eat.es,organization,ec804e60-8250-4467-027e-71ac48ac38ca,Just Eat
dbe9de4f-6e31-f702-b244-29541fc8bd03,Shareholder.com,organization,09e0a150-f916-514c-4346-8206eea34c4a,Nasdaq
f96d5d1b-1238-38e3-8590-b1fdad0f1484,Textura,organization,bef5bd4b-72c6-7877-d7ab-8bbe43f7bda7,Oracle
bf0852a8-ebf3-ebc0-44a7-336ee63af37a,SkillPod Media,organization,ee9af94b-a560-116d-dc17-44a515c95f68,GameZBoost
9f8d1b3c-e125-746d-5ca9-36b257836eee,H360 Capital,organization,bc597faf-072c-4ab4-9e20-3dd7c40a1b5b,Pursuit of Hope - CEO - Fenorris Pearson
935c1e2c-12bf-7538-b0df-aa23303a8b1e,Dialogue Marketing,organization,72f8eb53-dcbc-5209-a425-b25bf1e9727e,Dialog Direct
f10a5c8f-b954-fbfe-5fc4-60a57f39c7f4,InstantCheckmate,organization,f4fd3812-b383-aac0-b868-61b8b624273a,The Control Group
f85ce00e-d439-6a61-41d8-3813c645336e,Impulse,organization,b086c16b-062f-f73e-ddee-6f7749d30406,GameStop
b5cab01c-3fe1-ea75-c3e6-049745406f76,FreeTrafficKing,organization,4a1fe3ab-3881-0ba0-c1dd-20686c6152a9,Leadpages
61d71848-3366-354d-7736-64bab9d280a4,Playstation Network,organization,bf313e68-63a0-8281-a809-bc824b4c51f2,Sony
b4716bea-9382-34ec-2dc5-c009cc64e24d,Yumtable - online restaurant bookings,organization,1473a02a-c173-b1f4-1a76-8e594434743b,Scoopon
89ad074a-9faf-cda6-30f6-a3195e17f956,Point of Sale Net,organization,ff8e807b-48f6-2f23-1a1c-dbe53d9a21cb,ERPLY
8ff2f7e9-beb8-1255-146b-54ad6713c844,Celframe Security Labs,organization,6907afe5-d89e-c252-4de8-355f3b45d175,Celframe Corporation
2d2d51fd-455a-d175-4e6e-9a8266cd59a6,muFusion Social,organization,585709d4-6d39-8710-3b6f-3f97bef84c96,Mu Sigma
04e4c1ba-430e-07ad-b113-b79cae8a0a54,Graduate Center,organization,7ecfd892-35eb-50bc-6552-b9e2834b6d4c,Edvisors
53d10042-03e9-1ab6-bfc7-96382ca274c6,Travalert,organization,2119cf41-dcda-f953-7e30-98a8e21001ba,Traveloni
972fcf25-34fb-fa68-c427-9811d57205a7,PianoTalent,organization,0f038010-7207-e698-5ffb-92c888e15ce9,Cheeky Promo
65cdb539-456a-179c-0d72-d9643e106061,Aquire,organization,3d4a98c8-4deb-efe7-fdd5-dfa9d8863ddc,Peoplefluent
1c95877b-4b4f-5364-0fbc-954a6680c280,Hyundai Information Technology Services,organization,271e1bf5-086a-dbb8-9806-b76a591b864e,Hyundai Motor Company
c2642bca-e203-0c01-80e7-d3d8ce327cfd,Fiverun,organization,7862d927-91e4-49cb-89b4-2ba322048c15,Five Rivers Solutions
e8f51f59-521a-3893-f098-fb674d00ab9e,Ogilvy,organization,2dc95d44-be08-538c-0113-6cc773d8ea17,WPP
cd849765-7b46-1cfe-b9ca-35311b2abf04,iiMonde,organization,39199d2f-7fe3-81cc-0085-913a16ac4942,WePlann
e6f6499a-76c1-d796-6f5e-e13013b0968a,StreetEasy,organization,b8383b43-e059-21d0-7b3f-592b4b863295,Zillow Group
9a51eeb9-1908-3824-21f3-bceb76e55bb8,Sunday Tribune,organization,938dfb7d-647a-b9a7-fd45-de418b00f080,PressReader
1de24f56-f313-ebe8-dedc-e4c7bc0dc787,Ion Trading,organization,4d336b73-85fc-4aff-0624-2a10f07fadc2,ION
07006310-f622-9685-7202-4aec11d3d73e,Energy Technology Ventures,organization,1f2d7988-b461-f905-b8ab-c9a773063bd7,General Electric
0202e2a3-6b6c-4d6b-c3db-a9a500f75c3d,DG Ventures (Digital Garage Group TSE4819),organization,93d8ab02-8795-8324-232d-15604b38566f,Digital Garage (TSE: 4819)
fb5dcd89-3938-16ab-697d-08a8387dc434,Haptify,organization,03f00d90-d51e-5e1e-1a26-17257dca1213,Immersion Corporation
285aa768-2198-4a9e-d253-80c5b5a9b541,Vivant,organization,7538b189-e1f3-5593-b07c-61a53269881c,StyleCaster
8a44b4cc-b7d8-035c-083e-83b8d67326e4,Sembox,organization,22eacac3-44a3-9927-846f-3736ce8770bb,bluerank
f748fbb6-0f78-b34d-4270-e8237c5bc5df,RealtyTrac.com,organization,e1cf91a9-aa96-4b95-aa84-8b6ee4577d31,ATTOM Data Solutions
e6b0afb5-6960-9269-5146-debbf12ff33f,Audio Network Australia,organization,837aabf7-d4eb-327f-c292-0864a21579cc,Audio Network
9217ce92-f792-b76c-f7f7-ff1fd4aca726,A Music,organization,837aabf7-d4eb-327f-c292-0864a21579cc,Audio Network
c25afe9f-631a-ccc6-e26e-7fdf3298c0fa,ContentLEAD,organization,fe631914-8eab-608f-3696-34ea0e43cc0a,Brafton
8330d5b2-17b7-1c98-8f36-a466e77a592f,Giving Anonymously,organization,fd75dd5b-3ab1-365a-c5f4-c3e6f3a7501d,Big Fresh
8365c5aa-5352-0176-17d5-ce1ce80763a7,Seed Hatchery,organization,cf86a81a-aa16-3a1d-a147-bc137f9eb476,Start Co.
83599819-b8bd-1582-0fce-602616816cd1,Macquarie Energy,organization,ae00c6dd-ecfd-8a61-3515-0fa1a417392a,Macquarie Group
1f46a800-3475-544a-a311-3f941a1a05bd,Domain Guardians,organization,a42e44ed-f4f7-9016-96f4-ba724419031c,Evergreen
823f1319-bc2a-255a-b6b0-7218e684d627,Virgin Management,organization,ff258df5-2976-2d81-d086-c262528fa0bb,Virgin Group
e7eb6e24-4a9b-9746-a34e-b96e48e12323,Tinder,organization,ef2d56f4-c8e4-dc59-d59d-ef5bdc2ca21f,Match Group
68cae621-f8ea-5073-e4fd-afac902bf5a5,seoWorks,organization,9166f43d-9e8c-4027-b885-09f3e61947fa,iiWorks
ec0c0b52-e4f4-e534-dab6-2501dd0b143f,Drive South Africa,organization,6cc2258b-6470-9136-c506-e89272cde198,Discover Africa Group
6b62141c-cac3-d931-9858-6073e32d2cbe,Outfront Media,organization,cd19ea0d-745c-e3b6-d819-30b91caf8ebb,CBS Corporation
5d0461d6-a044-827f-0265-377b48686846,Digital Nomad,organization,ede72778-c8a8-3da0-70e8-6d5bb47605a1,Rohallion
10cb8ae4-3946-225b-93f6-b40ebefc0414,Ideacomb,organization,6302ee5f-bb5d-ed62-f911-0d427233a753,SpadeWorx
573c72f2-b853-3df7-95a5-298a0dc2306f,Deming Center Venture Fund,organization,d9fc5a3a-85e6-ba9c-fc88-ce9713a0afa3,University of Colorado
b0b64fec-d016-b4e0-d1f1-ad1f37d32f37,Sumitomo Corporation Equity Asia,organization,32635fb8-7b7d-4705-4148-7ef60796026f,Sumitomo
c34dbd55-0e6e-cfa7-1124-451ef062f69b,Takeda Ventures,organization,98b11458-1ab5-d187-9f07-9aecf9455aa8,Takeda
93061f7f-6ea4-c2dc-94d6-e5edbdf76749,Aculab Cloud,organization,e67a00a3-19ac-7baf-ac84-3b39f8fae5e5,Aculab
2258015b-b9bc-03ae-70c1-91bc3e8d983b,Rockfish Brand Ventures,organization,d4ea2ef8-5e62-0859-ca9f-f59bfdd19eb7,Rockfish
ae5afccc-bffe-d553-fb54-87f1b2d02cb9,DEI Holdings,organization,67bd31a3-ff51-1cd5-ad7d-0d8ac1ccb6a3,Directed Electronics
b3344da4-e3a3-d734-be2a-94da8ce18b0a,HP Labs,organization,8adadbfb-be63-6602-8ca0-b037397a7038,HP
2a92c3c0-4390-2c06-13ba-dec881be1591,Be My Boat,organization,704c9a4f-5fb8-9f54-ed6a-7e86acac2b31,Boaterfly
e54583b5-a89a-6e73-17c1-a77673770853,Payroll.Intuit,organization,fbef6457-9149-72cf-af57-7cfbe15c05f8,Intuit
fc34ced9-af56-8ea2-19c7-259ade0605a1,Insurance Services Office,organization,21fadd92-e006-eb11-6003-d9abd53c1076,Verisk
a451ff67-1dde-a5df-2c32-767009d292fe,pd ventures,organization,17a52050-b97e-62f8-01b2-df7858b44d19,Mediengruppe Pressedruck
d088e291-eeea-4339-154a-03a8abb18393,Nestlé Health Science,organization,65ed963a-fbef-d991-b841-d2d1f481503d,Nestlé
066d0899-186d-4391-95f7-407b56b92198,Havas Group,organization,350520dc-4346-98fd-bfa2-3e1be9b5adab,Havas Group
92503b5d-8392-eae5-1e89-730818c3b78f,ServiceMagic UK,organization,8bc3ee22-0e94-144d-cdbf-40c21a7df6d3,MyBuilder
17467cf3-78af-2a26-7773-9c9b9c364884,Gevalia,organization,7b1dce51-042d-db43-fb16-60eae02aab20,Kraft Heinz
0ebebc92-e581-545c-d0dd-cf294818dfe5,Campbell-Ewald,organization,2ce7e2e2-9b05-27d2-4a5b-96fe1661d70a,Interpublic Group
2f9204ab-4fa3-084e-1933-1f03d473b04b,Furnishly,organization,84c81ee7-5710-a9ae-6677-d8c896eeb9ba,Consumer Interactions
e9e65d6c-a239-25d4-56af-c583bbea1fa5,Dafiti,organization,f8cdd44c-0e9d-cc11-65df-aea9eabf8fc1,Global Fashion Group
9bbd129a-cfc3-6d7a-d0ce-5298c228807f,Chicago Sun-Times,organization,2096627b-79ed-b695-a35f-4690925647ae,Sun Times Media Group
ba105e09-159e-09bb-b99c-c3c0a5e7514a,FPS Components,organization,dc2a8fab-369e-c7b1-0104-5289f07662bc,MindFusion
971048a8-3de6-b140-f482-d74eea4a6c48,DailyShopping24,organization,a59f1408-7073-4060-955c-3b400e613a66,Onlineclues
7d748fda-9440-2b5f-c765-b88b80051d29,RevZilla,organization,957a7875-084b-455d-94fc-e9aa31b37b7d,Comoto Holdings
0bf6265e-6c18-7553-8887-226616d86931,"Digital DESIGN, Jamaica",organization,53b669a1-6c8e-ba7e-5920-4ce1cad54453,PHC Projects
769801a5-60d5-e838-2103-271d7bee1798,HMForces.co.uk,organization,b7d4da8a-d3e9-bdb0-7ebf-0a1ce9d64d9e,Military.com
c3b84d06-f5a5-a03b-1707-f32ab55f182c,Tendenci,organization,a3a333d3-6e68-4fd4-ba24-cdb2212d17b9,"Kinect, LLC"
1d70052a-5675-ada6-d484-a533ac98ec04,SABEY,organization,8f901ddf-776e-487c-accf-ca8e28640f69,Sabey Corporation
0376be4b-6b8e-ca48-1252-13474c442a8b,Material ConneXion,organization,ad7c38f4-3558-fc6d-ec5a-b64b792154d5,SANDOW
e246cee9-e735-873f-3839-bded11e1ef8a,Yelp Reservations,organization,e4d10a5e-9ec1-88b6-9acf-d8585c89bcb3,Yelp
08531aa6-fa08-0e78-d150-fe52dc5cdb76,Pearson VUE,organization,5791d792-970c-8055-0680-20e417976ed7,Pearson
445194f6-b842-b3e8-2c88-8140e08d2e26,Citi Ventures,organization,468bef9f-2f50-590e-6e78-62e3adb05aa1,Citi
17d440b0-1b64-a80c-56d5-1d5d5d104dd2,Virtual Agent Services,organization,56bb0333-7617-dc1e-c8ba-ab622da066f7,Cloud5 Communications
b531b33b-9a37-09a6-0f0f-d866a3a86006,EnergyGuardian,organization,2d40deb0-c1e8-2d02-ad7a-a62f6356449a,Enistic Green Capital
0c15f548-df37-5008-655a-523a480e6d72,NanoRacks,organization,f4c22643-dadc-4f01-b0b8-022e34715b74,XO Markets
0a675ab0-9efd-8d38-fc98-d8f353f831fe,Saatchi Art,organization,7501994d-dc2c-f877-3482-e0fb41e21807,Leaf Group
bdf739df-1396-07c4-2b42-bd5375e3d4bd,Shell Oil Company,organization,bcfcc3bb-a92e-c787-1611-cb2df62e470d,Shell Global
ac136057-f5af-42d6-34a3-41d9b96da035,Good World Games,organization,d2d4c6bf-a90e-7495-14df-4654b5749c58,Rokk3r
aee7364d-352e-c7ff-da0f-e1c633fe10ae,UBS Wealth Management,organization,e1a29c26-a6c2-b208-6ee4-165cf83b1656,UBS
17c04008-5743-1295-d928-2a19fcf0ad5f,Unibet.com,organization,c018d622-e38e-eaea-6f86-6e7b46840bf1,Kindred Group
45a2bf19-2da4-bf24-87d4-0924d20f89ca,FutureBrand,organization,2ce7e2e2-9b05-27d2-4a5b-96fe1661d70a,Interpublic Group
a4684537-a356-6ae6-789a-e3dacc9bf71f,kijiji.ca,organization,e56b0ceb-bb30-bbec-805e-d5dc7412dcb1,eBay
43fe9da3-6b7c-a6b3-2a94-27ebe8a0e4f7,Saks Gloweli Capital,organization,1d242baf-01c6-e9d4-1087-880ed5db2c0c,Saks Gloweli Consulting
e2642efb-6e7d-92af-835e-ea68441ec2c9,U.S. Trust,organization,a7c69d60-5083-08ef-937b-6cef93a9728c,Bank of America
2be98d8c-3180-13a9-25fd-31e1b7a279a7,CARiD.com,organization,aa5d4d38-d292-478b-a887-61affe61ca1e,PARTS iD
4ba6ba9e-6e5b-d2b4-b8bf-7ed83c2f67c9,AskNshare,organization,8b5fbaa6-46ef-192b-0b59-cdbb041d5705,Bose International Investement Fund
4378dfd3-2240-7094-ca95-ec28fde7ca92,BillPay,organization,e68cfd70-01c5-40b4-3d02-55741b5d1d9c,Wonga
098ec489-3f69-b2c2-20f1-7149fe60fcdd,Marvel Studios,organization,141b63c9-ff90-2b73-80f2-b8054248648f,Marvel Entertainment
93161ce2-39d2-1363-8b5d-d9f21a5a4c1f,WeDebate.it,organization,f216c4c8-920a-abcc-5ebf-989c2466e7be,WEPOLITICS
8a541972-b13a-8a01-2c05-e43b88ced5e8,Reliance Digital,organization,550b988a-117d-0b3f-2cf4-1ef42235ca05,Reliance Retail
7bef182e-9145-8a5a-978c-963f1ae67113,Saab,organization,455be864-c96e-a360-da57-afd9384fe563,Investor AB
09797cb0-86d5-9a1f-3fb5-7dcc9c521176,Arthur D. Little,organization,3dec915f-7fdf-a5a9-680d-aa34209ed258,Arthur D. Little
e583a91d-8a4a-fa1d-deaa-b331463ec126,OMERS Private Equity,organization,c521ed4e-b926-da24-a9b1-32dc7647c035,Ontario Municipal Employees Retirement System
20fed049-4ec8-5f5c-8a03-c2dfae236139,QuickLessons,organization,7440f7df-2624-88d4-9eef-31aeb35b2b88,Izzui
71ec5fef-f08a-bc23-f9c6-9b9069c9f567,Signeasy,organization,f8c15c56-f9f4-aa44-c6f9-54868aa730e0,Glykka
30eb5b50-f289-f595-48a5-a5ce86c5b09a,VCE,organization,e5c42bcc-71b4-0857-8782-ffae92a45eae,Dell EMC
b7829f0c-e36f-8bed-1629-130bedc2daca,GammaRebels,organization,8f2b464f-37c8-f1c3-e3aa-c2b849f84162,HardGamma Ventures
5974b115-ca8d-e10e-6ee8-2c3b2a836d20,Code3,organization,b66e044b-41d9-44f9-c5b6-b39dddf04670,Graham Holdings
c0169902-9715-9245-84c9-a843ec7ba1ae,Precision Biopsy,organization,3b2877c8-e2c9-7c22-91b3-006b8a9f6d05,Allied Minds
f26442ff-396d-36c2-02bd-424fa60ce19c,eSquiggles Risk Assessment software,organization,1bfdd29e-e45d-7a69-6453-01e453e0f038,Pulsion Technology
ca21eb3f-356f-f185-897f-ed8ae5ef4a4a,Specialty Sports Venture,organization,201577bf-b4f7-9c4e-dc5a-410e23c72f04,Vail Resorts
b9f16a7f-e68e-a6f5-8ff8-431e522251b8,AbronADR Service,organization,b4bf59c8-a94f-d257-ebee-818eb49f8f42,Domestic Mediation
ef0820e6-582f-901d-b94d-a87e5ca4660a,DNX Ventures,organization,ecc088ad-9166-7a72-e77b-1e702f278763,Draper Venture Network
b5f09a4a-38fd-8806-f35b-a36ca7694c60,Calico,organization,096694c6-bcd2-a975-b95c-fab77c81d915,Alphabet
6d0993db-d46a-03b8-69ac-f049bb521b9d,PIE,organization,f6a5e1c3-f800-42cf-9e3e-fc2fcb762468,VarCity
9a5bbe16-cfdc-f265-409e-bc4642e93ef5,Orinoco,organization,479ac011-3c64-d766-ead9-09b89f92a9ec,Peatix
e50953b7-b03d-a2d1-edc8-4b2077fc2e6b,Moelis Capital Partners,organization,38f42329-a541-be0e-baa7-ee55e5c5e00c,NexPhase Capital
872b1c35-6acf-4489-1b9d-c9c43df42d68,Rentabiliweb Micro-payment,organization,fdceac3e-543b-4fe9-9507-dd1029a68c04,Rentabiliweb Europe SAS
b62256a1-f0a5-e55b-86e4-d466432933dc,Lockheed Missiles and Space Company,organization,ff2a52e3-3edd-66ca-0607-598d8d8b74c6,Lockheed Martin
b208f6f5-13c9-9839-f628-43c701e3dbed,Packaging Corporation of America,organization,0e236cc9-0776-4590-8523-634bded3c752,vapepackagingboxes
f65d1095-bb3e-a961-923f-13b5d22bc472,VideoGamer.com,organization,035d9d87-a4d0-4f72-9e9d-b183715bd0d2,By Gamers For Gamers
c5d65b66-c0cf-4acd-b6d5-c21bec359341,FREE NOW,organization,5d6ed201-f032-68af-b422-7e7c68129485,Mercedes-Benz Group AG
96d730db-d143-dd8f-e7fd-13158141c36c,Princeton University Investment Company,organization,f44448e4-ff35-c96a-b7c0-3bd2ebcb4f72,Princeton University
648d1e40-b40e-a1e8-2d87-4fa706a3dd76,Aviat Networks,organization,d6a1a2c3-0c6d-f901-13f6-0a4cd56372a8,L3 Harris Technologies
b05b7ff4-68ab-682c-7e18-03de025cc2fa,Ricebowlproject,organization,3cebe313-2ca9-2772-b020-5a586581e36f,Go Get Funding
6c9835de-2da1-8ffb-8f9c-73b4dba4b12a,Earwolf,organization,9d9a00d7-fff7-c7c3-8cb4-94d5cf9201bd,"Midroll Media, LLC"
c94e6295-aeb8-3011-dcc6-2d3ab375a78b,Elogia,organization,6c22beb1-0331-4ffe-1bdf-c78697d083e3,VIKO GROUP
4210a5bc-1b5f-64cc-4422-677e89ca552b,Thefuture.fm,organization,45b4310d-fa5a-72ae-7205-04398ae661bb,"Dubset Media Holdings, Inc."
e27c108a-2d49-86b5-f542-ed3c5b6c2aa3,Mojang Studios,organization,fd80725f-53fc-7009-9878-aeecf1e9ffbb,Microsoft
25ae903c-7426-3d03-71fa-4f8c1096fe00,Avo Photonics,organization,3a8ea00f-67ad-a65a-9547-e98a7a55763b,Halma
6ed38c98-3f17-7f30-c155-8e0994bdcd00,AMI Semiconductor,organization,9a6723c1-b0e4-414c-86cf-a39f23981092,AMIS Holdings
ee16a08c-4862-716f-1240-2c8524348ebe,La Gardenia,organization,e47be1c5-6ff6-e7ce-1f17-151fb8cea1b7,Leading Luxury Group
26d2b26b-c5cc-3fea-47ca-f0c9d3b92980,Varsity Tutors,organization,ce129496-082d-4271-ade3-cbd8c400b249,Nerdy
d1cebdf1-77c5-df8b-0d89-542505c1dea6,Moonpig.com,organization,b7989ec0-09c2-44bf-8e02-f7edb0a0a656,Photobox
48620198-a214-4724-284d-c9aca3e2a328,Photorank,organization,9a05294f-a1ec-e87c-3e1e-23d581f1d617,Olapic
c528477b-0c63-a901-7b50-518e789298c4,Motion4startups,organization,a2218d66-0794-fef2-1799-a1fb4b4bc880,Videolean
696c5924-b9c7-30d1-df0d-cb73d8e9bb9c,BuyFi,organization,79b58366-d3bf-5f87-8b65-7e21ea6eb8c6,mobiTeris
aa9cc066-9939-381c-ad74-2660e9c95cd4,GigMasters,organization,ff8439cf-097c-a88a-9bb9-dd83d23aa14b,XO Group
24ecd795-c199-b92f-6d30-7f5e40eca71f,1Sale.com,organization,42d29932-b23a-5126-0011-3ccf028d6054,1Sale
e475f9c2-466f-d051-aa15-2f2bc38a14ec,Vickers Electronics,organization,e475f9c2-466f-d051-aa15-2f2bc38a14ec,Vickers Electronics
759be29a-69e1-615d-373f-8f8d8f020591,General Motors Ventures,organization,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e,General Motors
909d42a3-8392-9b0d-be62-a608d70f0f64,Vumero Student,organization,177bff64-4a4d-d969-a40a-a52c3634cfbb,Vumero
11511915-e3d5-ec69-abb6-981e97aba6a7,McCann Erickson - Istanbul,organization,d6fcbd37-3e62-370c-40f5-a3336a6ab286,McCann Worldgroup
74b0e4ff-d6f2-fc71-625e-2d0781b8e3b4,OMERS Ventures,organization,c521ed4e-b926-da24-a9b1-32dc7647c035,Ontario Municipal Employees Retirement System
5bf875b2-55bd-7aad-81c9-fd5ffb4399a0,Displet,organization,f1baa057-f6cd-09e5-523a-3a00c2d17104,TRIBUS
74b63d01-a9e9-1c23-307b-b7d4cfb12b24,Wunderman Thompson,organization,2dc95d44-be08-538c-0113-6cc773d8ea17,WPP
8df8ef1d-61f9-065e-c465-0b545bfb5137,Recycled Media,organization,867a342c-3b73-4b88-bdff-a82d56bba206,Tradesy
b40082a2-85e7-ddcc-83ab-ba5c87b0c56c,Westcon Group,organization,03a2e572-5bd8-b483-766d-777d255416cb,Datatec
583f8113-ffeb-dc63-44d0-f14cc5965f2b,EyeEm,organization,837e365d-e319-19a7-10f5-76e0ec3d3eb3,Talenthouse
aa1644bc-c542-7744-79d2-c4baeb424834,ShopRunner,organization,3ac21ef2-a5a1-2006-e924-21c8784653ef,Kynetic
835497af-e88e-efee-abeb-afb402205ebc,Citicorp,organization,468bef9f-2f50-590e-6e78-62e3adb05aa1,Citi
a09ec4d7-718b-2147-3fb1-be1e593c72fb,Active Junky,organization,683189f2-6420-7502-5c93-9de16cdbac31,Purch
1304de03-34c2-6264-cb1a-79504f4d65a0,Dempsey Bluevar,organization,8baf769b-6aef-d8dc-8731-f15c091b85c7,Broadleaf Group
f47da328-ed70-ac56-e290-713c3d02497b,Kroll Ontrack Data Recovery,organization,f89a9593-51c0-6b94-a3c4-75dd6d3c0e5f,Kroll
e94f99d2-45ca-95ae-c179-7363a78635f0,HSBC Bank,organization,8ee63939-bd06-6699-f575-dffcecb71daf,HSBC
c3209860-4398-bc50-36a6-2656d6ab4699,Enswers,organization,c49d374c-cc94-635c-64cf-cfaeb16a5062,Gracenote
086900c2-b440-3e62-7099-309143b299e1,Walkbase,organization,a4069f2d-8173-aa2c-8c25-c71cf9374b91,STRATACACHE
bfc68071-0a2e-0d17-9339-e93308eaa652,LeadGenius,organization,c7b1931d-357f-d5ed-e91e-88c771f95a68,LeadGenius
aa85bc3b-5a93-262c-8336-a650bd65d454,3M Select,organization,0e8aeaff-bbd3-cebc-7b8d-dedb6c239b11,3M
1ce690a6-27f6-7143-fd53-2fcbe2885558,QinetiQ North America,organization,cbc44e3a-e2f0-e9f2-4102-9971256a14ed,QinetiQ
53ef8116-4abc-fdea-bbe8-e692fc5b7bff,I DRIVE SAFELY,organization,0d974c85-01bf-ef6f-4d86-636ec8781449,eDriving
8cedd0a6-88f0-24bb-8de3-ace1959ec6e7,wag.com,organization,8c64bc77-2617-c53f-742f-76653ada2241,Quidsi
0e356998-37f1-d2b1-b6eb-2b62cf418b3e,BMW i Ventures,organization,b462608d-8bf4-93f1-4f68-e41ee10f0df2,Bayerische Motoren Werke
794faff7-f311-dcaa-6a5b-9495962d62b8,Calorie counts,organization,eb076ae2-a3d7-6657-39c5-ade5f4ecb67c,VeryWell
02050e85-b444-354e-ba9a-90472fbe962a,OpenRock,organization,7383b271-3e44-db07-fabe-883f7122421b,Studio 98 Limited
e24dde77-0244-2d44-623c-6e91a28c506e,Near Cloud,organization,eff7c023-24b7-1b6e-e7d4-278476c8c6cd,IT Solutions Consulting
24cf74c3-a139-d461-9c8b-a680d08cf6dd,Eugene M. Lang Entrepreneurial Initiative Fund,organization,1fece0bb-a073-481d-b754-c0f6ab005b56,The Eugene Lang Entrepreneurship Center
754cf39d-8b9e-ad72-0e5b-256175d69149,Boardroom Advisory Services,organization,723ee14a-a95d-278c-a4ee-57bc0f698a24,SGB Media Group
02cc337d-f30d-7bac-b0e3-ed9c75153a11,Broodr,organization,ebdd2c11-ef29-f235-e28e-d80bc4c7e2bf,Fancy
c2ff3f6f-af82-abdd-6202-d63a826047f1,Weather Underground,organization,fc5fbe7a-562d-d577-b05e-46797caa134c,IBM
2c2f7099-d472-429f-8471-c8043e428117,Cleveland HeartLab,organization,1952a176-8b38-da03-fe10-d84127e2685d,Cleveland Clinic
f7b400be-ac21-ead7-f392-2c2e05810b16,PayPerLead,organization,95aa951a-167f-de98-36f9-0d6ea2d7e8c8,Mars Media Group
82791a4e-ea25-512f-f40f-15e976aa2aa1,AdGooroo,organization,45f6f697-2c20-d7e8-9025-b92e34dbefc0,Kantar
